#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV2863	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV2884	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV2885	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV2888	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	genus_Kallotenuales
ASV2889	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV2890	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV2891	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV2892	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV2893	Bacteria	Chloroflexi	TK10	NA	NA	genus_TK10
ASV2924	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV2926	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	genus_Gemmatimonadaceae
ASV2927	Bacteria	Armatimonadetes	NA	NA	NA	genus_Armatimonadetes
ASV2929	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV2957	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV2958	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV2960	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	genus_Microbacteriaceae
ASV2961	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV2965	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV2966	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera
ASV3000	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV3002	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3003	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV3004	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV3005	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3006	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3011	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3012	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV3039	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV3041	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV3042	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3043	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	genus_Sphingomonadaceae
ASV3044	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3045	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	genus_Gemmatimonadaceae
ASV3046	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV3047	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3048	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV3050	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV3084	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV3088	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV3090	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3091	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV3092	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV3094	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3095	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3128	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV3131	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV3132	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV3133	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV3137	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3172	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3176	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3177	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera
ASV3179	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV3181	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3182	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
ASV3185	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV3187	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV3188	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3221	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3222	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV3223	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3224	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV3226	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV3228	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3258	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV3260	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3263	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3264	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV3299	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV3300	Bacteria	Bacteroidetes	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter
ASV3301	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3303	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV3304	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3305	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV3347	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV3348	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3349	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV3350	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV3351	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3352	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3353	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	genus_Burkholderiaceae
ASV3354	Bacteria	Actinobacteria	Actinobacteria	NA	NA	genus_Actinobacteria
ASV3355	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV3356	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3357	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3358	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3360	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV3361	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV3362	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV3403	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3404	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	genus_Beijerinckiaceae
ASV3405	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV3407	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV3443	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV3445	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	genus_Nostocales
ASV3446	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV3448	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Aquisphaera
ASV3449	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV3497	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV3498	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
ASV3499	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV3500	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3542	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV3543	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	NA	genus_Tepidisphaerales
ASV3544	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Fimbriiglobus
ASV3545	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV3583	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	genus_Sphingobacteriaceae
ASV3584	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV3585	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV3635	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV3637	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	genus_Sphingomonadaceae
ASV3639	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3640	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3642	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3695	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV3696	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3697	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV3698	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3699	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV3751	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV3752	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3754	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3755	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV3802	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV3804	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	NA	genus_Chthoniobacterales
ASV3808	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	genus_Micavibrionaceae
ASV3851	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3852	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV3856	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia
ASV3857	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV3859	Bacteria	Actinobacteria	Actinobacteria	NA	NA	genus_Actinobacteria
ASV3860	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV3861	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	genus_Gammaproteobacteria
ASV3866	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV3922	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3924	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV3925	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter
ASV3926	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	NA	genus_Tepidisphaerales
ASV3927	Bacteria	Chloroflexi	Chloroflexia	Kallotenuales	NA	genus_Kallotenuales
ASV3928	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV3929	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV3930	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV3931	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV3989	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	Gemmata
ASV3991	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV3992	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	genus_C0119
ASV3993	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	genus_Burkholderiaceae
ASV3994	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV4054	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV4055	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV4056	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV4057	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4058	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides
ASV4059	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV4062	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV4064	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV4065	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV4124	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV4128	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	genus_Gemmataceae
ASV4133	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisoma
ASV4134	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV4135	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	NA	genus_Caulobacterales
ASV4136	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV4201	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV4204	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV4205	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4206	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4208	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV4211	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV4212	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV4215	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV4216	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV4287	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV4291	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV4293	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV4294	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV4373	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV4375	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4376	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV4380	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV4453	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4456	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV4457	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV4526	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV4527	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4530	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV4531	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV4532	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV4533	Bacteria	Chloroflexi	Ktedonobacteria	C0119	NA	genus_C0119
ASV4535	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4604	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Endobacter
ASV4606	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV4608	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4609	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4610	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	genus_Micropepsaceae
ASV4611	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV4612	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV4614	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter
ASV4620	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV4685	Bacteria	Actinobacteria	Actinobacteria	NA	NA	genus_Actinobacteria
ASV4695	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4704	Bacteria	Proteobacteria	Alphaproteobacteria	Micropepsales	Micropepsaceae	genus_Micropepsaceae
ASV4705	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	genus_Micromonosporaceae
ASV4707	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV4789	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV4790	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV4791	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4792	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV4895	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV4897	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV4898	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium
ASV4900	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas
ASV4986	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV4987	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium
ASV4988	Bacteria	Planctomycetes	Planctomycetacia	Pirellulales	Pirellulaceae	genus_Pirellulaceae
ASV4989	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV4990	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV4991	Bacteria	Proteobacteria	Gammaproteobacteria	Betaproteobacteriales	Burkholderiaceae	genus_Burkholderiaceae
ASV4992	Bacteria	Armatimonadetes	NA	NA	NA	genus_Armatimonadetes
ASV5088	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV5091	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV5092	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV5093	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
ASV5094	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
ASV5192	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV5193	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	NA	genus_Nostocales
ASV5194	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	WD2101_soil_group	genus_WD2101_soil_group
ASV5196	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV5198	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV5202	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV5294	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Chthoniobacteraceae	genus_Chthoniobacteraceae
ASV5296	Bacteria	Verrucomicrobia	Verrucomicrobiae	NA	NA	genus_Verrucomicrobiae
ASV5297	Bacteria	Planctomycetes	Planctomycetacia	Gemmatales	Gemmataceae	genus_Gemmataceae
ASV5298	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV5299	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	genus_Alphaproteobacteria
ASV5300	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV5301	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV5309	Bacteria	Planctomycetes	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	genus_Tepidisphaeraceae
ASV5393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV5394	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Polyangiaceae	Pajaroellobacter
ASV5402	Bacteria	Bacteroidetes	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	genus_Sphingobacteriaceae
ASV5403	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
