#OTU ID	Kingdom	Phylum	Class	Order	Family	Genus
ASV5	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV7	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV8	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV9	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV12	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	genus_Xanthobacteraceae
ASV14	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV15	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV16	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV18	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV19	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV20	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV21	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV23	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV25	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV26	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV27	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV29	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV30	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV31	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV33	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV34	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV36	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV40	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc_PCC-73102
ASV41	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV42	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV44	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV47	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV48	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV49	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV50	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV52	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV53	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV55	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV56	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV61	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV64	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV65	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV68	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV69	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV70	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV72	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV73	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV74	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV75	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	genus_Xanthobacteraceae
ASV76	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV79	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV80	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV81	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV82	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV83	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV84	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV85	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV87	Bacteria	Proteobacteria	Gammaproteobacteria	WD260	NA	genus_WD260
ASV89	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV91	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV92	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV93	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV94	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV96	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV99	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV100	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV102	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV103	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV104	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV105	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV106	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV107	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV108	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	genus_Xanthobacteraceae
ASV109	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV110	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
ASV111	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV112	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV115	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV118	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV119	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV121	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella
ASV124	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV127	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV128	Bacteria	Actinobacteria	Actinobacteria	NA	NA	genus_Actinobacteria
ASV130	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV131	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV133	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV134	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV135	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV138	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV140	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV141	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV142	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Stigonema_SAG_48.90
ASV144	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Terriglobus
ASV146	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV147	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV149	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Nostoc_PCC-73102
ASV150	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV152	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV153	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV154	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV155	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV156	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV157	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV159	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV161	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV162	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV167	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV168	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV169	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV170	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV172	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV175	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
ASV176	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV177	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV180	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV181	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV182	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV183	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV185	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV186	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV187	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV189	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV191	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV193	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV194	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
ASV195	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	genus_Isosphaeraceae
ASV196	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	1174-901-12_Beijerinckiaceae
ASV199	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV201	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV202	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV203	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV205	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV213	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV215	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV217	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV219	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV220	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV221	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV224	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV225	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV226	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV227	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV228	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV234	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV235	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV236	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV237	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV238	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV239	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV240	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV241	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV242	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV243	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV244	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV245	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV246	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV247	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	Stigonema_SAG_48.90
ASV248	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV249	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV250	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV251	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV252	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV253	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV255	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV256	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidisphaera
ASV257	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV258	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV259	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV260	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV261	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV262	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV263	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Beijerinckiaceae	Roseiarcus
ASV264	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV266	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV267	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV268	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	Ktedonobacter
ASV271	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV274	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	genus_Solirubrobacteraceae
ASV277	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV282	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV284	Bacteria	Armatimonadetes	Chthonomonadetes	Chthonomonadales	Chthonomonadaceae	Chthonomonas
ASV285	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV286	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV287	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV288	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV289	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	genus_Acidobacteriaceae_(Subgroup_1)
ASV290	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV293	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV296	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV297	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV301	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Polymorphobacter
ASV302	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV305	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV306	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV308	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV309	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV310	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV312	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV314	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV315	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV316	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV318	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV319	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV320	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV322	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV323	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV325	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV327	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV328	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV329	Bacteria	Cyanobacteria	Oxyphotobacteria	Nostocales	Nostocaceae	genus_Nostocaceae
ASV333	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	genus_Acidimicrobiia
ASV334	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV337	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV338	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Acidipila
ASV339	Bacteria	Actinobacteria	Acidimicrobiia	NA	NA	genus_Acidimicrobiia
ASV340	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia
ASV341	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV343	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV345	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV346	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV348	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV349	Bacteria	Verrucomicrobia	Verrucomicrobiae	Chthoniobacterales	Xiphinematobacteraceae	Candidatus_Xiphinematobacter
ASV350	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV351	Bacteria	Proteobacteria	Alphaproteobacteria	Caulobacterales	Caulobacteraceae	genus_Caulobacteraceae
ASV353	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV354	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
ASV355	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV356	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV357	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV361	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV363	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Nakamurellaceae	Nakamurella
ASV364	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Acidothermaceae	Acidothermus
ASV365	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41	genus_BIrii41
ASV370	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV371	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV372	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV374	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera
ASV376	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV378	Bacteria	Actinobacteria	Actinobacteria	Frankiales	Frankiaceae	Jatrophihabitans
ASV379	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae_(Subgroup_1)	Granulicella
ASV380	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV381	Bacteria	Armatimonadetes	Armatimonadia	Armatimonadales	NA	genus_Armatimonadales
ASV386	Bacteria	Actinobacteria	Acidimicrobiia	IMCC26256	NA	genus_IMCC26256
ASV387	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV389	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV390	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	genus_Acetobacteraceae
ASV391	Bacteria	Cyanobacteria	Oxyphotobacteria	NA	NA	genus_Oxyphotobacteria
ASV396	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Conexibacter
ASV398	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Bryobacter
ASV400	Bacteria	Actinobacteria	Actinobacteria	Frankiales	NA	genus_Frankiales
ASV404	Bacteria	WPS-2	NA	NA	NA	genus_WPS-2
ASV405	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	genus_Ktedonobacteraceae
ASV407	Bacteria	Acidobacteria	Acidobacteriia	Solibacterales	Solibacteraceae_(Subgroup_3)	Candidatus_Solibacter
ASV413	Bacteria	Proteobacteria	Alphaproteobacteria	Acetobacterales	Acetobacteraceae	Acidiphilium
