#Cfactor 0.0265742
Recipient	D1203_SWEDEN_Angermanland	D1204_SWEDEN_Lycksele-Lappmark	D1206_SWEDEN_Pite-Lappmark	D1207_SWEDEN_Pite-Lappmark	D1289_SWEDEN_Smaland	D1291_SWEDEN_Sodermanland	D1292_SWEDEN_Uppland	D1293_SWEDEN_Uppland	D1295_SWEDEN_Vastmanland	D1297_SWEDEN_Dalarna	D1298_SWEDEN_Halsingland	D1301_SWEDEN_Harjedalen	D1302_SWEDEN_Jamtland	D1306_SWEDEN_Jamtland	D1312_SWEDEN_Lycksele-lappmark	D1318_SWEDEN_Pite-Lappmark	D1319_SWEDEN_Pite-Lappmark	JC1464_CANADA_Quebec	JC1465_CANADA_Quebec	JC1466_CANADA_Quebec	JC1467_CANADA_Quebec	JC1468_CANADA_Quebec	JC1469_CANADA_Quebec	JC1470_CANADA_Quebec	JC1471_CANADA_Quebec	JC1472_CANADA_Quebec	JC1473_CANADA_Quebec	JC1474_CANADA_Quebec	JC1475_CANADA_Quebec	JC1477_CANADA_Quebec	JC1479_CANADA_Quebec	JC1480_CANADA_Quebec	JC1482_CANADA_Quebec	JC1485_CANADA_Quebec	JC1486_CANADA_Quebec	JC1487_CANADA_Quebec	JC1490_CANADA_Quebec	JC1493_Alaska_Attu	JC1494_Alaska_MudCreek	JC1495_Alaska_Kodiak	JC1496_Alaska_Sandy	JC1498_Alaska_Tyonek	JC1499_Alaska_Selawik	JC1500_Alaska_Afognak	JC1501_Alaska_Kodiak	JC1502_Alaska_Anchorage	JC1503_Alaska_Auletian	JC1505_Alaska_PassCreek	JC1506_Alaska_Auletian	JC1508_Alaska_BigCreek	JC1509_Alaska_BigCreek	JC1511_Alaska_Auletian	JC1513_CANADA_Quebec	JC1514_Alaska_MudCreek	JC1517_CANADA_NewFoundland	JC1518_Alaska_FarNorth	JC1519_Alaska_FarNorth	JC1520_Alaska_FarNorth	JC1521_Alaska_FarNorth	JC1522_Alaska_FarNorth	JC1524_GREENLAND_Wollaston	JC1526_GREENLAND_Wollaston	JC1528_GREENLAND_Kobbefjord	JC1529_GREENLAND_Kobbefjord	JC1530_GREENLAND_Nuuk	JC1533_CANADA_Quebec	JC1535_CANADA_Quebec	JC1537_CANADA_Quebec	JC1538_Alaska_	JC1539_Alaska_Kodiak	JC2165_CANADA_Labrador	JC2779_CANADA_Quebec	JC2782_PORTUGAL_Braga	JC2788_369-A1	JC2789_370-A1	JC2790_371-A1	JC2791_375-A1	JC2792_378-A1	JC2793_379-A1	JC2794_380-A1	JC2795_382-A1	JC2796_383-A1	JC2797_385-A1	JC2798_386-A1	JC2799_387-A1	JC2800_388-A1	JC2801_389-A1	JC2802_398-A1	JC2803_399-A1	JC2804_401-A1	JC2805_402-A1	JC2806_407-A1	JC2807_408-A1	JC2809_CANADA_Quebec	JC2810_GREENLAND_Kobbefjord	JC2811_GREENLAND_Wollaston	JC2813_Alaska_FarNorth	JC2814_Alaska_BigCreek	JC2815_Alaska_BigCreek	JC2816_Alaska_BigCreek	JC2818_Alaska_Bering	JC2820_CANADA_Quebec	JC2821_CANADA_Quebec	JC2823_CANADA_Nunavut	JC2824_CANADA_Nunavut	JC2825_CANADA_Nunavut	JC2826_CANADA_Nunavut	JC2827_CANADA_Nunavut	JC2828_CANADA_Quebec	JC2829_CANADA_Ontario	JC2830_Alaska_Auletian	JC2831_Alaska_Auletian	JC2832_CANADA_Ontario	JC2833_CANADA_Ontario	JC2834_CANADA_Ontario	JC2835_CANADA_Ontario	JC2836_CANADA_Ontario	JC2837_CANADA_Ontario	JC2839_CANADA_Quebec	JC2840_CANADA_Quebec	JC2841_CANADA_Quebec	JC2842_CANADA_Labrador	JC2843_CANADA_Quebec	JC2844_CANADA_Quebec	JC2853_370_A5	JC2859_375_A5	JC2861_378_E1	JC2875_385_E1	JC2878_386_E1	JC2906_402-A5	JC2911_408-A5	JC2917_412-A5	JC2926_411-A1	JC2927_412-A1	JC2928_415-A1	JC2929_415-E1	JC2930_416-A1	JC2931_417-A1	JC2932_369-E1	JC2933_370-E1	JC2934_371-E1	JC2935_375-E1	JC2937_379-E1	JC2938_380-E1	JC2939_382-E1	JC2940_383-E1	JC2943_387-E1	JC2944_388-E1	JC2945_389-E1	JC2947_399-E1	JC2948_401-E1	JC2949_402-E1	JC2950_407-E1	JC2951_411-E1	JC2952_412-E1	JC2953_416-E1	JC2954_417-E1	JC2955_369-A5	JC2956_371-A5	JC2958_378-A5	JC2959_379-A5	JC2960_380-A5	JC2961_382-A5	JC2962_383-A5	JC2963_385-A5	JC3085_408-E1	JC3086_386-A5	JC3087_387-A5	JC3088_388-A5	JC3089_389-A5	JC3090_398-A5	JC3091_399-A5	JC3210_401-A5	JC3212_407-A5	JC3214_411-A5	JC3216_415-A5	JC3218_417-A5	JC3234_393-A1	JC3235_393-A2	JC3236_393-A3	JC3237_393-A4	JC3238_393-A5	JC3239_393-B1	JC3240_393-B2	JC3241_393-B3	JC3243_393-B5	JC3244_393-C1	JC3245_393-C2	JC3246_393-C3	JC3247_393-C4	JC3248_393-C5	JC3249_393-D1	JC3250_393-D2	JC3251_393-D3	JC3252_393-D4	JC3254_393-E1	JC3256_393-E3	JC3257_393-E4	JC3258_393-E5	JC3259_414-A1	JC3260_414-A2	JC3261_414-A3	JC3265_414-B4	JC3268_414-C2	JC3269_414-C3	JC3270_414-C4	JC3273_414-E1	JC3274_414-E2	JC3280_393-B4	JC3281_393-E2	JC3282_414-B2	JC3283_414-B3	JC3284_414-D1	JC3285_414-D2	JC3286_414-D3	JC3287_414-D4	JC3288_414-D5	JC3289_414-E3	JC3290_414-E4	JC3291_414-A5	JC3292_414-B1	JC3293_414-C1	JC3294_414-E5	JC3295_414-C5	JC3299_414-A4	JC3300_414-B5	JC3301_398-E1	JC3302_393-D5	JC3303_416-A5	R_pruinosum_D1504_AUSTRALIA_New-South-Wales
D1203_SWEDEN_Angermanland	0	1.59288	1.51314	1.62959	3.15489	3.17574	3.007	2.75969	3.25278	3.10316	3.08171	2.76898	2.70493	2.76268	2.99818	1.45559	1.5697	2.23115	1.80164	2.41699	2.6082	2.29308	2.28625	2.35989	1.66455	1.76238	1.95916	1.57501	2.16295	2.28901	2.03106	1.65204	1.77113	2.01538	1.75956	1.83267	1.69455	2.12065	1.53236	1.4421	2.26475	1.68986	1.76214	2.05285	2.29495	1.7067	2.44606	2.51559	2.29137	2.12059	1.73883	2.31182	2.21215	1.33549	2.56844	1.5675	1.73434	1.74762	1.7741	1.80176	1.70092	1.71878	2.21014	2.92709	2.2625	1.67095	1.6909	1.71539	1.46463	1.55044	1.53317	1.68986	3.14266	2.45559	1.53616	2.15727	1.47159	2.14454	2.19829	2.14194	1.90145	2.2253	1.54657	2.30397	2.06428	1.64387	2.55117	2.59702	1.58178	2.80941	1.60556	1.59124	2.72585	1.57466	1.68473	1.56758	1.69408	1.71018	1.83194	2.26515	2.36498	2.79696	2.14712	1.60953	2.04686	1.60778	1.53906	1.83418	1.9619	1.70536	1.77306	1.81207	1.60889	1.55037	1.70547	1.846	1.57315	1.65073	2.62704	2.48554	1.42591	2.66648	2.84878	2.97549	1.52415	1.47369	1.95948	2.16052	1.57536	1.43936	2.23652	2.50851	1.46241	2.63803	2.0622	2.04336	2.10712	1.58688	2.43532	1.96537	1.45228	1.50612	1.50748	1.41416	1.952	2.15987	1.4754	2.09095	1.35759	2.47225	2.52168	1.93344	2.67781	1.3867	2.83067	2.23282	2.31253	2.45717	2.06346	1.4449	2.07738	2.37988	2.15945	1.39029	1.51544	2.09066	2.06942	1.42165	2.09345	1.32897	1.41118	2.46599	2.45411	1.57242	1.61724	1.37693	1.39344	2.06337	1.5752	1.52351	1.54505	1.53403	2.03808	1.46118	2.36067	2.24256	1.54312	2.12385	1.54737	1.35979	2.03077	2.0897	1.57445	1.53867	2.23585	2.02842	1.55455	2.12341	2.12997	1.21313	1.41507	1.32243	1.33028	1.35468	1.5833	1.67311	1.29421	1.3029	1.50797	1.39225	1.28674	1.29082	1.26038	1.54031	1.29525	1.57389	1.60012	1.5672	1.54564	1.31266	1.3588	1.39775	1.59039	1.67828	1.35496	1.30379	2.7341	2.07466	2.47692	2.14835
D1204_SWEDEN_Lycksele-Lappmark	1.56894	0	4.21829	1.641	1.51204	1.59451	1.52013	1.48511	1.52025	1.51297	1.39361	1.60923	1.64925	1.53745	1.57208	4.39749	3.64102	1.60053	1.81616	1.86013	1.89211	1.70148	1.44941	1.44372	1.6627	1.7915	1.79497	1.80969	1.6352	1.62014	1.59121	1.92321	1.81142	1.81469	1.74341	1.61364	1.81468	2.58972	6.54727	7.26173	2.29974	1.97603	1.89036	1.82996	1.57483	1.74481	1.74709	1.88369	1.52964	1.91786	5.67377	1.53403	1.81918	6.67783	1.65099	1.76837	1.76904	1.7176	1.74551	1.62472	2.04386	1.58719	1.55428	1.52067	1.50069	1.77862	2.02866	1.766	6.76194	6.31698	1.78367	2.04815	1.46932	1.51117	1.75455	1.80275	1.98782	1.74567	1.57362	1.52002	1.76978	1.56501	2.0352	1.45568	1.37399	1.832	1.52573	1.69899	1.93816	1.68979	1.92987	1.85209	1.78065	1.92481	1.75993	1.79086	1.76447	5.89883	6.05472	1.85076	2.08661	1.79598	1.63144	2.0629	1.91851	1.81099	1.79697	2.11141	1.54343	1.51951	6.21552	6.10301	1.59008	1.46581	1.83869	1.8033	1.87062	1.54211	1.40745	1.51751	1.85127	1.43536	1.43848	1.52299	2	2.0073	1.63226	1.44428	1.96237	1.43057	1.65532	1.49279	1.70263	1.54866	1.78529	1.69323	1.75463	1.73869	1.5082	1.95616	2.06464	2.01312	1.90995	1.90926	1.62936	1.41079	2.00183	1.42303	1.70389	1.53068	1.46425	1.66105	1.75859	1.67887	1.52301	1.41243	1.69415	1.44887	1.41629	1.57777	1.45227	1.44185	1.61941	1.55783	1.95363	1.66666	1.4771	1.68253	1.46016	1.61745	1.66049	1.51262	1.47179	1.80262	1.72784	1.94883	2.10899	1.53787	1.88632	1.90062	1.82673	1.92109	1.57237	1.62445	1.47393	1.41631	1.94759	1.53692	1.88648	1.57667	1.47557	1.48276	1.8707	1.90567	1.47209	1.55768	1.88275	1.51879	1.5127	1.65755	1.64656	1.59772	1.65429	1.61515	1.64071	1.65409	1.56446	1.60596	1.91768	1.642	1.6139	1.56558	1.61092	1.92372	1.61675	1.67382	1.65974	1.69535	1.61284	1.6375	1.6195	1.66951	1.63972	1.72944	1.69281	1.65727	1.60175	1.49391	1.56511	2.0683
D1206_SWEDEN_Pite-Lappmark	1.4893	4.16628	0	1.89339	1.50092	1.49028	1.60833	1.44227	1.57721	1.40598	1.35558	1.99658	1.51581	1.42349	1.62082	4.41777	3.91246	1.50501	1.79721	1.46201	1.68577	1.37376	1.39601	1.57614	2.03685	2.0465	1.82861	1.83198	1.54469	1.9356	1.97111	2.26245	2.10465	2.05889	1.97432	2.18177	2.02141	2.15629	4.23982	4.21006	2.34639	2.1375	2.03384	1.43964	1.68832	2.20599	1.43547	1.55428	1.35997	2.26348	3.66397	1.4282	1.63818	4.1859	1.59886	2.40596	2.15238	1.75948	2.02123	2.04038	2.26857	2.07297	1.99781	1.57195	1.47545	2.14664	2.04102	2.46056	3.87752	3.5877	2.13857	2.11799	1.38657	1.5151	2.01642	1.99598	1.92299	1.57562	1.67378	1.55992	1.79772	1.71206	2.08286	1.50999	1.49049	2.03548	1.4293	1.45617	2.14903	1.45471	2.13968	1.92644	1.71756	2.26407	1.83492	2.24629	2.14831	4.65441	4.43408	1.77916	1.54799	2.06198	1.62105	2.18805	1.8704	2.00452	2.07398	2.19689	1.75629	1.75274	4.19097	4.60856	1.78043	1.69559	2.25365	2.03122	2.15658	1.72076	1.41683	1.45853	2.04535	1.4317	1.65693	1.40871	2.12988	1.97077	1.46633	1.55361	1.93472	2.15796	1.81922	1.43935	1.69753	1.44863	1.65484	1.58608	1.60636	1.69397	1.51269	1.70098	1.90961	1.88519	1.90932	1.84638	1.6694	1.52654	1.90161	1.43213	1.98879	1.42648	1.41528	1.72117	1.69638	1.68608	1.39272	1.66251	1.69813	1.43219	1.48256	1.84472	1.52163	1.58885	1.46182	1.79656	1.88982	1.76412	1.44351	1.84486	1.42555	1.91786	1.96134	1.37838	1.40294	1.98768	1.73118	2.04835	2.20561	1.48563	1.85179	1.88199	1.90002	1.89269	1.48674	1.87754	1.51369	1.46835	1.86935	1.47486	1.68981	1.88463	1.4774	1.53221	1.87595	1.85662	1.48293	1.48444	1.84882	1.4583	1.39057	1.89826	1.96412	1.97832	1.97483	1.92458	2.17278	2.16099	1.9203	1.8665	1.91049	1.88751	1.96254	1.90725	1.97741	1.80967	1.87256	2.14775	2.24912	2.24083	2.23928	2.01696	1.90578	1.89208	2.18306	2.2534	1.93249	1.99293	1.6536	1.47049	1.515	2.1923
D1207_SWEDEN_Pite-Lappmark	1.57375	1.59898	1.85423	0	1.6865	1.56576	1.5366	1.68767	1.58665	1.5996	1.55953	1.64968	1.68115	1.58853	1.51828	2.04126	2.17967	1.79324	1.95955	1.49566	1.33566	1.39623	1.65726	1.68905	2.10799	2.21796	2.05206	2.20754	2.06302	1.88866	1.97929	2.43149	2.15626	2.04926	2.35013	2.20594	2.27428	1.74095	1.47059	1.53496	1.45117	2.21886	2.24496	1.43033	1.52764	2.26458	1.53972	1.39096	1.62917	1.33174	1.56624	1.6654	2.01584	1.52234	1.74265	2.39152	2.1192	2.16137	2.28827	2.2588	2.32596	2.07162	2.05574	1.789	1.7675	1.99944	2.26493	2.37736	1.48053	1.61309	2.0977	2.46652	1.58554	1.74189	2.0699	1.91796	1.98743	1.71851	1.81436	1.77738	1.90808	1.85902	2.1683	1.87488	1.84537	1.97364	1.7109	1.52646	2.03864	1.65231	2.33449	2.24538	1.7444	1.96987	2.11693	2.25739	2.29024	1.47947	1.68328	1.58082	1.71371	1.70526	1.98004	2.20137	2.05826	2.47294	2.39538	2.14349	2.06282	2.15231	1.54446	1.54375	2.19639	2.26767	2.10335	1.99302	2.02305	2.14385	1.72798	1.75875	2.32047	1.69251	1.73096	1.61338	2.02063	1.95045	1.98839	1.93045	1.98927	1.4367	1.95724	1.70774	2.19898	1.52043	1.85418	1.78743	1.83554	2.35894	1.77862	1.92817	1.97553	1.92815	1.95037	1.95383	1.74877	1.90164	1.95474	1.81351	2.06443	1.67437	1.60812	2.22959	1.74084	2.16075	1.67988	1.79051	1.94837	1.81224	1.86945	2.47261	1.89924	1.90969	1.79666	2.45519	1.90331	1.97294	1.78643	2.37961	1.84954	2.09899	2.08347	1.65319	1.62092	2.10725	2.38938	2.47383	2.43126	1.88242	1.88564	1.89895	1.96069	1.91464	1.82353	2.53794	1.78939	1.93002	1.91897	1.85103	1.9309	2.4433	1.83703	1.95534	1.94647	1.87845	1.96527	1.85332	1.93522	1.83311	1.79314	1.93057	1.96104	2.04353	1.96201	2.13319	2.15273	2.14149	1.99081	1.93275	1.93905	2.40856	2.13422	1.9649	2.10013	2.41312	1.93622	2.21777	2.16717	2.24139	2.13676	1.98763	2.05259	1.99998	2.24964	2.21373	2.00088	1.98563	1.77013	1.80942	1.72858	1.74476
D1289_SWEDEN_Smaland	3.14078	1.52992	1.51754	1.73884	0	2.785	3.35966	2.94135	2.92129	2.98963	3.02582	2.90942	2.78376	2.81458	2.93334	1.43344	1.51127	2.34362	1.88318	2.41732	2.41072	2.16835	2.31557	2.52668	1.64843	1.86876	1.98999	1.57493	2.23129	2.24136	2.01895	1.55526	1.81462	2.19184	1.69541	1.91092	1.59505	2.26467	1.39452	1.33564	2.14756	1.67607	1.69959	2.1783	2.36819	1.6339	2.12018	2.26882	2.31673	1.97189	1.78703	2.2775	1.98947	1.24933	2.48444	1.50778	1.68039	1.65449	2.13032	1.74305	1.63333	1.69735	1.99915	2.56784	2.38395	1.64645	1.67316	1.77359	1.35317	1.41273	1.53835	1.60486	2.88477	2.23963	1.66833	2.13469	1.31387	2.25705	2.27783	2.15785	1.94663	2.20589	1.50759	2.40964	2.12923	1.78451	2.7656	2.402	1.51396	2.76112	1.86185	1.63866	2.39228	1.51841	1.58637	1.52842	1.60498	1.37616	1.55551	2.34809	2.56443	2.72152	2.23065	1.57427	2.02578	1.52374	1.5773	1.74766	1.86618	1.83081	1.53219	1.48617	1.81597	1.74557	1.63824	1.76641	1.53961	1.85723	2.22645	2.79047	1.48793	2.66107	2.6114	3.08544	1.63132	1.24045	2.11031	2.30675	1.42144	1.44697	2.21994	2.76292	1.56291	2.60649	2.14474	2.2772	2.13023	1.69661	2.59335	2.02171	1.28457	1.34474	1.36453	1.29802	1.98059	2.21036	1.32701	2.28473	1.35306	2.66989	2.49944	2.03817	2.35649	1.50787	2.95743	2.45549	1.99832	2.6513	2.11901	1.52284	2.28347	2.52214	2.2359	1.4797	1.38079	2.12046	2.21733	1.44871	2.3313	1.39368	1.41099	2.79912	2.5762	1.53181	1.77475	1.5608	1.36863	2.18706	1.3397	1.32301	1.33909	1.31766	2.16687	1.54888	2.14497	2.33069	1.39124	2.19563	1.3744	1.54218	2.18323	2.21039	1.41289	1.37073	2.3324	2.1579	1.37319	2.14927	2.2575	1.2476	1.41796	1.33816	1.38101	1.36189	1.71234	1.70333	1.31816	1.3814	1.32454	1.52439	1.35214	1.33666	1.36163	1.56026	1.38477	1.67749	1.74555	1.66712	1.67478	1.35436	1.40158	1.36759	1.71392	1.6978	1.38181	1.33057	2.44989	2.17504	2.4813	2.11408
D1291_SWEDEN_Sodermanland	3.147	1.60999	1.50477	1.60489	2.77429	0	3.07189	2.66061	3.16042	3.05435	2.8041	2.81266	2.60599	2.88579	3.10325	1.45712	1.52544	2.55708	1.96998	2.14628	2.14835	2.02924	2.26282	2.38886	1.59122	1.73939	1.96169	1.50893	2.05786	2.52469	2.06721	1.59671	1.76323	1.87629	1.67443	1.66435	1.58405	2.06652	1.29785	1.34104	1.95823	1.68815	1.67114	1.99311	2.18242	1.75366	2.08879	2.03811	1.9795	1.80534	1.65018	1.88622	1.9713	1.22958	2.92406	1.67373	1.68826	1.62342	1.73042	1.75422	1.62683	1.83851	2.16272	2.82557	2.47145	1.6896	1.65567	1.65499	1.26128	1.3899	1.57878	1.67402	2.66481	2.28225	1.55888	2.3016	1.37158	2.33218	2.41817	2.27894	2.01494	2.38319	1.54453	2.45605	2.14141	1.79833	2.49372	2.28118	1.55649	2.89096	1.63394	1.64809	2.41547	1.56012	1.63042	1.56529	1.64536	1.45008	1.5521	2.01577	2.11372	2.72785	2.24796	1.66215	2.08182	1.58853	1.52631	1.82235	1.99677	1.65186	1.5718	1.56577	1.60919	1.53908	1.63861	1.67495	1.62446	1.63981	2.63487	2.6044	1.52653	2.90015	3.05751	2.81165	1.64122	1.3485	2.00745	2.37152	1.42763	1.45285	2.38026	2.68756	1.51515	2.80667	2.28534	2.28231	2.27742	1.7108	2.51987	2.26358	1.3799	1.40509	1.43509	1.3526	2.29785	2.10621	1.41689	2.11712	1.49977	2.55963	2.61111	2.36419	2.39634	1.45967	2.73907	2.43107	2.29238	2.54013	2.11983	1.52341	2.14454	2.52654	2.16423	1.49265	1.43941	2.31864	2.09109	1.47237	2.17183	1.43635	1.51452	2.56267	2.69542	1.61813	1.96057	1.39539	1.48415	2.18728	1.4367	1.42545	1.38866	1.43513	2.08781	1.53973	2.03578	2.45991	1.42787	2.12862	1.44839	1.45482	2.10083	2.36096	1.44626	1.41606	2.42605	2.10912	1.43823	2.0789	2.18287	1.37368	1.47319	1.4164	1.46489	1.46233	1.55283	1.6083	1.46752	1.46611	1.36	1.51993	1.38588	1.43087	1.37499	1.47779	1.41719	1.58824	1.85388	1.58173	1.59994	1.40392	1.45436	1.51362	1.61078	1.66175	1.4669	1.41407	2.48283	2.12655	2.60605	2.43041
D1292_SWEDEN_Uppland	3.00416	1.5523	1.6218	1.58252	3.35373	2.9997	0	2.92149	3.19854	3.1628	2.96262	2.9899	2.70057	2.76667	3.03103	1.45345	1.54114	2.44177	1.79175	2.32	2.29601	2.1822	2.76284	2.73932	1.57862	1.70684	1.91796	1.47299	2.12116	2.22307	2.10573	1.63007	1.73405	2.15993	1.53735	1.87601	1.55546	2.13355	1.44751	1.35046	2.24689	1.66069	1.64917	2.31321	2.39319	1.57362	2.21754	2.55952	2.21406	2.27738	1.65798	2.18841	2.08217	1.29189	2.60016	1.48949	1.61868	1.59186	2.03593	1.66059	1.5423	1.65242	2.29268	2.60939	2.32753	1.59314	1.7734	1.8156	1.36117	1.4344	1.50879	1.54603	3.19235	2.28051	1.50832	2.21208	1.29934	2.18833	2.29567	2.24222	1.85699	2.2953	1.48203	2.24245	2.18798	1.70344	2.94172	2.41534	1.60037	2.49237	1.75614	1.59954	2.57771	1.65532	1.6233	1.56143	1.6209	1.41677	1.48978	2.27957	2.44499	2.80635	2.23654	1.54018	2.2625	1.50018	1.46209	1.78634	1.85138	1.90533	1.51599	1.47778	1.81026	1.916	1.66211	1.69323	1.52767	1.91631	2.61227	2.60795	1.47121	2.80309	2.64562	3.10319	1.6079	1.28786	2.15266	2.26855	1.46235	1.45655	2.02334	2.92728	1.47005	2.70107	2.05102	2.13032	2.02269	1.5655	2.8277	2.21114	1.27341	1.30826	1.35097	1.22713	2.02078	2.29918	1.28958	2.23641	1.28104	2.78495	2.60401	2.41735	2.49377	1.40121	2.92839	2.27407	2.13963	2.8047	2.19395	1.30366	2.22453	2.35733	2.22809	1.37037	1.35205	1.96925	2.20396	1.31634	2.20265	1.28461	1.33949	3.03408	2.77468	1.47097	1.97308	1.43521	1.37597	2.17489	1.38588	1.31864	1.3193	1.34464	2.18369	1.46847	2.18479	2.39616	1.38201	2.25181	1.37664	1.32918	2.16314	2.29701	1.39571	1.3414	2.30296	2.21087	1.41739	2.08398	2.30581	1.19816	1.31851	1.30981	1.24645	1.32136	1.60232	1.68067	1.24651	1.26245	1.33277	1.32856	1.3196	1.24138	1.22429	1.39429	1.23266	1.63986	1.64003	1.65579	1.59742	1.25139	1.31864	1.31977	1.62569	1.70633	1.33674	1.33144	2.48536	2.23385	2.7772	2.1931
D1293_SWEDEN_Uppland	2.73024	1.49726	1.46113	1.73276	2.91778	2.65324	2.90025	0	2.60402	2.59295	3.05755	2.7126	2.789	2.84141	2.61308	1.48656	1.6216	2.49467	1.94325	2.04101	1.94091	2.07212	2.25101	2.40685	1.70919	1.84862	2.03355	1.62665	2.13267	2.20169	2.31965	1.62055	1.96484	2.02645	1.81212	1.75444	1.74378	1.98351	1.49675	1.43793	1.95623	1.80099	1.76911	2.01059	2.12289	1.78629	1.84733	1.92909	1.90557	1.90041	1.72518	1.87921	1.99601	1.39807	2.67762	1.54526	1.75036	1.66456	1.8012	1.86119	1.69721	1.73661	2.30049	2.81156	2.50925	1.84223	1.75406	1.79511	1.39429	1.54455	1.59896	1.65003	2.65147	2.12538	1.69651	2.08274	1.45838	2.09819	2.29314	2.08912	1.8929	2.20045	1.61904	2.48297	2.07	1.90252	2.48605	2.23145	1.62872	2.56792	1.74054	1.76549	2.36754	1.6727	1.7471	1.62766	1.74785	1.49753	1.51116	2.44983	2.42449	2.58294	2.33755	1.71933	2.05122	1.69744	1.58997	1.77784	1.83706	1.74438	1.55912	1.46744	1.88698	1.7578	1.79711	1.77549	1.70775	1.79287	2.55777	2.7781	1.66217	2.64196	2.78531	2.73674	1.72201	1.41356	2.13058	2.39501	1.49451	1.44541	2.16316	2.75889	1.60378	2.44357	2.18444	2.17628	1.99174	1.76099	2.53377	2.25885	1.40175	1.44411	1.56419	1.65225	2.07521	2.02393	1.45053	2.10319	1.37082	2.62702	2.53099	2.2332	2.17869	1.60718	2.31595	2.61217	2.27065	2.51085	2.12529	1.54017	2.24523	2.60244	2.13385	1.52233	1.51616	2.06192	2.19758	1.53265	2.18664	1.37712	1.42715	2.64187	2.4308	1.6731	2.02365	1.56145	1.56709	2.09763	1.47521	1.47623	1.67547	1.45162	2.12546	1.6127	2.08891	2.4596	1.72313	2.08072	1.46846	1.55058	2.07009	2.46105	1.51885	1.53701	2.4538	2.05716	1.47399	2.08624	2.0844	1.30394	1.41252	1.4042	1.33653	1.34104	1.61857	1.71768	1.378	1.37076	1.44284	1.55313	1.35757	1.35869	1.35221	1.58868	1.42429	1.78793	1.64602	1.63226	1.60839	1.35555	1.35678	1.39726	1.694	1.69215	1.39174	1.41968	2.17632	2.07928	2.56252	1.98714
D1295_SWEDEN_Vastmanland	3.17205	1.51456	1.56522	1.59713	2.85759	3.10216	3.12208	2.56102	0	3.40882	3.24969	2.87233	2.46581	2.81565	3.107	1.38906	1.47932	2.21438	1.80713	2.05169	2.21693	2.13986	2.42787	2.52784	1.56989	1.71301	1.97043	1.5235	2.08239	2.31345	2.12734	1.57349	1.77119	1.94803	1.69163	1.83757	1.66218	1.97428	1.33822	1.33794	2.01914	1.68617	1.70574	1.8916	2.22802	1.64744	1.89874	2.0212	1.98524	1.88459	1.66134	2.03352	2.12955	1.20886	2.42036	1.5291	1.77179	1.75631	1.76839	1.76636	1.63289	1.63286	2.19974	2.39191	2.47196	1.74331	1.69011	1.69289	1.31115	1.36376	1.46876	1.63366	3.1542	2.09766	1.57358	2.10042	1.28489	2.19499	2.27453	2.03798	1.8987	2.24974	1.51629	2.32882	2.02473	1.69878	2.63516	2.39204	1.65171	2.44517	1.61468	1.56921	2.47478	1.55552	1.63457	1.52822	1.57623	1.35329	1.52268	2.32082	2.25889	2.68731	2.11536	1.61766	2.29395	1.51424	1.4914	1.96799	1.88882	1.75294	1.52599	1.44549	1.7224	1.74467	1.61326	1.67592	1.5887	1.76486	2.82893	2.50537	1.46642	2.76464	2.79959	2.97495	1.54396	1.2854	1.92209	2.32372	1.35085	11.8389	2.21694	2.84949	1.47244	2.6445	2.25748	2.34556	2.08035	1.63523	2.37778	2.03353	1.27501	1.29766	1.36568	1.31174	2.08333	2.15958	1.30225	1.96953	1.35107	2.68479	2.52503	1.90111	2.58587	1.45873	2.8007	2.23345	2.01462	2.69766	1.99667	1.47352	2.00933	2.39134	2.03304	1.39895	1.3889	2.1774	2.04153	1.4469	2.06407	1.36568	1.38245	2.74258	2.51507	1.52904	1.74227	1.48067	1.39543	2.07171	1.38682	1.34395	1.36095	1.34528	2.00662	1.47787	1.97858	2.36428	1.34206	2.06506	1.36733	1.37773	1.99364	2.27969	1.39712	1.35573	2.30083	1.96115	1.32672	1.94169	2.06674	1.1954	1.41527	1.3145	1.31914	1.36909	1.47616	1.54912	1.33117	1.33417	1.32059	1.43869	1.3045	1.2613	1.28662	1.44897	1.27534	1.50148	1.52849	1.50931	1.48157	1.3152	1.37618	1.37691	1.53069	1.54883	1.33266	1.31799	2.52937	1.95136	2.68432	2.42786
